NGA,Polity,Section,Subsection,Variable,Value From,Value To,Date From,Date To,Fact Type,Value Note,Date Note,Comment
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Ports,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Specialized Buildings: polity owned,Other site,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Length,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Area,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Volume,inferred absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Weight,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Time,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Geometrical,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Other,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Mnemonic devices,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Nonwritten records,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Written records,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Script,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Non-phonetic alphabetic writing,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Phonetic alphabetic writing,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Lists tables and classifications,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Calendar,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Sacred Texts,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Religious literature,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Articles,inferred present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Tokens,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Precious metals,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Store of wealth,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Couriers,present,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Ghanaian Coast,Ashanti,Social Complexity variables,Other,Fastest individual communication,20,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Social Scale,Polity territory,5,10,,,complex,range,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Social Scale,Polity Population,200,300,,,complex,range,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Social Scale,Population of the largest settlement,100,150,,,complex,range,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Professions,Professional military officers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Professions,Professional soldiers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Law,Formal legal code,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Law,Judges,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Law,Courts,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Bridges,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Canals,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Ports,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,inferred present,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Length,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Area,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Volume,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Weight,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Time,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Geometrical,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Nonwritten records,present,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Information,Fiction,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Articles,inferred present,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Tokens,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Precious metals,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Foreign coins,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Indigenous coins,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Paper currency,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Debt and credit structures,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Store of wealth,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Couriers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,Postal stations,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe1,Social Complexity variables,Other,General postal service,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlAzaw1,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Social Scale,Polity territory,800,1200,,,complex,range,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Social Scale,Polity Population,2000,3000,,,complex,range,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Social Scale,Population of the largest settlement,500,2000,,,complex,range,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,2,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,2,,,complex,range,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Professions,Professional military officers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Professions,Professional soldiers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Law,Formal legal code,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Law,Judges,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Law,Courts,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred present,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,inferred absent,,,,simple,simple,,
Niger Inland Delta,MlJeJe2,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred absent,,,,simple,simple,,
